Bridge 3.1,,,,,,,,,,,,,,,,Bridge 3.2,,,,Bridge 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridge 3.4,,,,,,,,Bridge 5.1,,,,,,,,,,,,,,,,,Bridge 5.2,,,,,,Bridge 1,,,,,,,,,,,,,,Bridge 2,,,,,,,,,,,,,,,,,,,,,,,Bridge 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,,Mesh sensitivity,,,,,,,,,,,,Spandrel sensitivity,,Plate / NoPlate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.991515,510.9036,3.649036633,536.8898315,,,,,0.67899446,236.0863953,0.34908019,236.0863953,6.245613564,146.8174133,,,3.710823134,341.9281311,,,,,0.928013475,572.6526493,1.000127,572.6526493,4.2550918,549.133,,,2.991515,627.985675,0.999667,661.8074,0.594787,481.8706,,,,,,,,,2.397677628,1003.575623,1.876779948,569.1304932,2.759181196,935.0776978,3.004386323,787.8677979,1.226168126,632.6690063,0.31906314,292.3436584,2.431313274,898.9174194,1.015313901,558.6501465,1.170873293,628.1896362,,,,,,,3.051400185,752.2984619,2.531948034,1038.987671,2.367817564,1043.616699,2.15788465,971.8458862,2.336439211,878.8170166,0.878355815,521.086853,3.264869796,1089.937988,2.670458052,1088.653687,2.15788465,971.8458862,,,1.039342489,587.289856,,,1.652227482,470.8237915,1.029873965,393.8278198,3.710823134,420.2866611,,,,,,,,,,,,14.45824839,1499.494141,3.21786222,1313.548462,,,,,10.0840684,504.9520264,,,,,,,,,1.590608386,526.7289429,,,1.557433824,341.0628648,,,,,,,,,7.663682216,2.49238024,310.6601563,-4.250815226,310.6601563,6.071442528,310.6601563,,,,,,,,,,,,,,,,,,,1.629880513,437.4868469,1.619918854,423.67099,0.86547056,427.546814,0.873322482,442.3596191,,,,,,,,,,,,,,,,,,80,572.6525879,-1.01E+00,-7.30E-01,-5.56E-01,-1.07E+00,-7.84E-01,-6.03E-01,,80,232.8792572,1.51E+00,0.00E+00,0.00E+00,,80,393.8278198,1.03E+00,7.25E-01,4.58E-01,,,
,,3.030559,511.8551,3.694234882,538.0380249,,,,,0.687442662,237.9100037,0.353425887,237.9100037,6.319689564,147.0197144,,,3.758379724,342.424408,,,,,0.939579312,576.9237673,1.012526,576.9237673,4.3051983,548.89081,,,3.030559,629.1552271,,,0.599162,484.0545,,,,,,,,,2.441768767,1006.439941,1.87904865,566.8757935,2.813929226,936.8861694,3.0551448,792.4318848,1.245905878,636.9772339,0.323297689,295.4943848,2.483237768,899.1814575,1.03111635,563.5509033,1.187913585,633.3101807,,,,,,,3.105589887,754.1845703,2.576895058,1043.715088,2.414263785,1046.515625,2.193700988,978.196167,2.405751497,866.6623535,0.892269891,526.1209717,3.318506526,1093.83667,2.719123848,1090.390259,2.193700988,978.196167,,,1.052242122,591.8508911,,,1.678785775,473.4519958,1.042929944,395.5418091,3.758379724,420.8966682,,,,,,,,,,,,14.63876385,1509.990601,3.257454606,1296.44751,,,,,10.21312457,506.6811523,,,,,,,,,1.609944273,527.7230835,,,1.576253842,332.0424995,,,,,,,,,7.758638003,2.517740852,310.9699707,-4.316149833,310.9699707,6.144329695,310.9699707,,,,,,,,,,,,,,,,,,,1.650230493,439.0107422,1.640082919,424.6441956,0.8761395,428.9320068,0.88408537,443.2949219,,,,,,,,,,,,,,,,,,81,576.9234619,-1.02E+00,-7.40E-01,-5.65E-01,-1.09E+00,-7.94E-01,-6.12E-01,,81,233.5883636,1.53E+00,0.00E+00,0.00E+00,,81,395.5418091,1.04E+00,7.36E-01,4.67E-01,,,
,,3.069286,513.6826,3.739442211,539.2340088,,,,,0.695888011,239.7197418,0.357774348,239.7197418,6.39378652,147.2405243,,,3.806002438,342.9404297,,,,,0.951150859,581.2905883,1.024931,581.2905883,4.35514,548.50488,,,3.069286,631.4015292,,,0.602744,484.8773,,,,,,,,,2.486800775,1007.725586,1.880914671,564.510376,2.867741045,939.7618408,3.106167307,796.2647095,1.266858424,640.0540161,0.327549031,298.3234253,2.536093816,899.7987061,1.046836143,568.7057495,1.205078443,638.4123535,,,,,,,3.157686209,757.5059204,2.622579923,1047.698853,2.462799894,1046.881958,2.229684032,984.397583,2.471480053,858.2021484,0.906240195,531.3574829,3.373186104,1096.8479,2.767981263,1092.082031,2.229684032,984.397583,,,1.065131044,596.1856689,,,1.705407165,476.0259094,1.055796049,402.4915466,3.806002438,421.5309448,,,,,,,,,,,,14.81942926,1513.835571,3.297462594,1307.860962,,,,,10.34213789,504.8342285,,,,,,,,,1.629271777,528.4526367,,,1.595439981,325.8480191,,,,,,,,,7.853646875,2.543893088,311.6793213,-4.380302592,311.6793213,6.217658775,311.6793213,,,,,,,,,,,,,,,,,,,1.67057931,440.3920898,1.660260605,425.7173767,0.886857684,429.2049255,0.894797384,442.7872925,,,,,,,,,,,,,,,,,,82,581.2905884,-1.03E+00,-7.50E-01,-5.74E-01,-1.10E+00,-8.04E-01,-6.21E-01,,82,234.3547974,1.54E+00,0.00E+00,0.00E+00,,82,402.4915466,1.06E+00,7.44E-01,4.73E-01,,,
,,3.108318,514.8203,3.784655361,540.3649902,,,,,0.704330159,241.519455,0.362123596,241.519455,6.467881147,147.4589996,,,3.853690345,343.4962158,,,,,0.962725623,585.6784053,1.037338,585.6784053,4.4048605,547.54431,,,3.108318,632.7999521,,,0.606223,485.7988,,,,,,,,,2.532212064,1009.058594,1.882427488,562.0748291,2.921363339,942.6533813,3.158098087,798.6859741,1.286522252,644.480896,0.331806543,301.4685974,2.591220196,899.8208618,1.062635216,573.9520264,1.222439343,643.4080811,,,,,,,3.211951815,758.1340942,2.668851987,1051.205933,2.511314815,1048.892456,2.266558586,989.7791748,2.532439539,854.4158936,0.920307008,536.6587524,3.427656367,1100.167236,2.817606553,1092.597778,2.266558586,989.7791748,,,1.07802602,600.6110229,,,1.732031698,478.5783691,1.068969141,399.7366943,3.853690345,422.2140986,,,,,,,,,,,,15.00034705,1530.713989,3.337498987,1318.118774,,,,,10.47131699,507.524353,,,,,,,,,1.648559002,528.9778442,,,1.614810596,326.871964,,,,,,,,,7.948659473,2.570638344,312.0244141,-4.443924962,312.0244141,6.291325459,312.0244141,,,,,,,,,,,,,,,,,,,1.690942328,441.8112793,1.680436311,426.7738342,0.897630875,429.486908,0.905508874,440.8247986,,,,,,,,,,,,,,,,,,83,585.6783447,-1.04E+00,-7.60E-01,-5.83E-01,-1.11E+00,-8.14E-01,-6.30E-01,,83,235.0776367,1.56E+00,0.00E+00,0.00E+00,,83,399.7366943,1.07E+00,7.54E-01,4.83E-01,,,
,,3.147284,516.1451,3.829808906,540.71875,,,,,0.712769106,243.3099976,0.366466265,243.3099976,6.541984156,147.6470947,,,3.901442047,344.1066589,,,,,0.974290409,589.8467403,1.049732,589.8467403,4.4543981,546.48511,,,3.147284,634.4283521,,,0.610346,487.8297,,,,,,,,,2.577532781,1010.35553,1.883639256,559.5991821,2.97355256,946.333374,3.209120361,801.1828613,1.306128688,648.9057617,0.336096331,304.5908508,2.645557746,900.9663086,1.078454545,579.4359741,1.240041805,648.2490234,,,,,,,3.265206702,759.5197754,2.716310322,1053.589111,2.560728695,1049.75,2.303540008,995.2626343,2.593058394,851.1070557,0.934405427,541.9507446,3.48278461,1102.914429,2.866335912,1094.337524,2.303540008,995.2626343,,,1.090917154,604.9567261,,,1.758791972,481.0613708,1.081821858,406.4407043,3.901442047,422.9644349,,,,,,,,,,,,15.18112794,1533.70752,3.377525136,1327.689941,,,,,10.60041506,510.5836182,,,,,,,,,1.667729812,529.2852783,,,1.634285222,327.0428464,,,,,,,,,8.043693491,2.598037854,312.4987793,-4.506750121,312.4987793,6.36557748,312.4987793,,,,,,,,,,,,,,,,,,,1.711934339,441.119751,1.700610388,427.8256531,0.908389746,427.7238464,0.916155055,435.9915161,,,,,,,,,,,,,,,,,,84,589.8466797,-1.06E+00,-7.70E-01,-5.93E-01,-1.12E+00,-8.24E-01,-6.39E-01,,84,235.7724609,1.58E+00,0.00E+00,0.00E+00,,84,406.4407043,1.08E+00,7.62E-01,4.88E-01,,,
,,3.186227,517.5557,3.875038354,541.9252319,,,,,0.721205084,245.0886688,0.370810012,245.0886688,6.616449449,148.1218567,,,3.949260339,344.7481689,,,,,0.985863917,594.1062623,1.062134,594.1062623,,,,,3.186227,636.1622146,,,0.613631,488.6244,,,,,,,,,2.621417399,1013.930908,1.884580939,557.1022339,3.025532933,949.7526855,3.260038095,803.6657104,1.326069352,652.9596558,0.340399041,307.3964539,2.700663172,902.0405884,1.094430801,584.9352417,1.258101896,652.727478,,,,,,,3.318110714,761.0637207,2.763955621,1055.99585,2.610029886,1051.172485,2.341262298,1000.19812,2.651698887,849.5408936,0.948530796,547.3062134,3.539867932,1103.674927,2.914455719,1097.062988,2.341262298,1000.19812,,,1.103803748,609.2826538,,,1.785648055,483.4840088,1.095165149,395.8633118,3.949260339,423.7529576,,,,,,,,,,,,15.36234654,1549.173828,3.417571774,1337.348389,,,,,10.72954666,508.375061,,,,,,,,,1.686842646,529.5499878,,,1.653690557,328.6264281,,,,,,,,,8.138738685,2.626596861,313.9007568,-4.568511243,313.9007568,6.440559192,313.9007568,,,,,,,,,,,,,,,,,,,1.732415752,441.7047119,1.720790053,428.7437744,0.919178652,424.104126,0.926822599,432.1383362,,,,,,,,,,,,,,,,,,85,594.1062012,-1.07E+00,-7.80E-01,-6.02E-01,-1.14E+00,-8.34E-01,-6.48E-01,,85,236.3115082,1.60E+00,0.00E+00,0.00E+00,,85,395.8633118,1.10E+00,7.66E-01,4.92E-01,,,
,,3.225164,519.0115,3.920265008,543.0131836,,,,,0.729638268,246.855011,0.375154079,246.855011,6.690542679,148.3145142,,,3.997144289,345.4129944,,,,,0.997435876,598.3069453,1.074533,598.3069453,,,,,3.225164,637.9516354,,,0.616845,489.5141,,,,,,,,,2.66581797,1016.609192,1.887022867,556.357666,3.07626999,954.0554199,3.311556997,805.5737915,1.346331672,656.6870728,0.34469855,310.5239868,2.757462207,902.6211548,1.110542216,590.4449463,1.277326257,656.3317261,,,,,,,3.370875027,762.6189575,2.80999532,1059.709961,2.660462633,1051.427612,2.379779238,1004.676086,2.715276089,843.7480469,0.962761871,552.7073975,3.597163595,1104.547607,2.963925246,1097.667236,2.379779238,1004.676086,,,1.116682542,613.510376,,,1.812531846,485.8747559,1.108159078,397.6998291,3.997144289,424.570139,,,,,,,,,,,,15.53533413,1338.70752,3.457391169,1349.771729,,,,,10.85852273,503.6919861,,,,,,,,,1.705934061,529.8357544,,,1.67309768,329.8776014,,,,,,,,,8.233456985,2.657566829,314.2991943,-4.632195546,314.2991943,6.517482245,314.2991943,,,,,,,,,,,,,,,,,,,1.752824639,442.7384033,1.740965992,429.7205811,0.930012029,424.462616,0.937608827,431.949707,,,,,,,,,,,,,,,,,,86,598.3069458,-1.08E+00,-7.90E-01,-6.11E-01,-1.15E+00,-8.44E-01,-6.57E-01,,86,236.7845001,1.62E+00,0.00E+00,0.00E+00,,86,397.6998291,1.11E+00,7.71E-01,4.96E-01,,,
,,3.264104,520.5049,3.965482581,544.1330566,,,,,0.738068833,248.6069946,0.379495148,248.6069946,6.76464336,148.539093,,,4.045108333,345.1121216,,,,,1.009004878,602.4690553,1.086928,602.4690553,,,,,3.264104,639.7872729,,,0.619988,490.4339,,,,,,,,,2.710591536,1018.703979,1.886739978,552.9713745,3.125934862,959.0299072,3.363121999,807.4042358,1.367068733,660.0183105,0.349027658,313.3281555,2.814068692,903.7016602,1.126755844,595.9694214,1.296382048,660.3150024,,,,,,,3.423568793,764.15271,2.857126296,1062.2052,2.710827626,1052.587158,2.41921423,1007.731628,2.780083101,837.0308228,0.977144344,558.1199951,3.655347275,1104.610596,3.012185916,1100.313477,2.41921423,1007.731628,,,1.129556098,617.5579224,,,1.83938432,488.2534485,1.12108537,402.9145203,4.045108333,424.2003161,,,,,,,,,,,,15.71634971,1374.925293,3.497583326,1371.437622,,,,,10.98738331,509.5964355,,,,,,,,,1.724982285,529.4342651,,,1.692490648,330.935631,,,,,,,,,8.328466789,2.685372629,315.2792969,-4.696011166,315.2792969,6.592384795,315.2792969,,,,,,,,,,,,,,,,,,,1.773216878,444.1549072,1.761116786,430.4961853,0.94077253,420.9084778,0.948181842,425.6133728,,,,,,,,,,,,,,,,,,87,602.4690552,-1.09E+00,-8.00E-01,-6.19E-01,-1.16E+00,-8.54E-01,-6.66E-01,,87,237.3088837,1.64E+00,0.00E+00,0.00E+00,,87,402.9145203,1.12E+00,7.78E-01,5.00E-01,,,
,,3.30305,522.0322,4.010695964,545.2540283,,,,,0.746454811,249.3292084,0.384051003,249.3292084,6.838742644,148.7718201,,,4.093152005,345.9845581,,,,,1.020575737,606.5466923,1.099322,606.5466923,,,,,3.30305,641.6645792,,,0.623076,491.3852,,,,,,,,,2.754794667,1021.64209,1.888407278,551.8644409,3.175597871,963.7103882,3.415137297,808.8056641,1.388556324,662.7111206,0.353348529,316.4538269,2.871317556,904.6776123,1.143125584,601.3339844,1.314613619,665.0233154,,,,,,,3.476405051,765.3908081,2.904995345,1062.718994,2.764196135,1050.123779,2.459742595,1010.932373,,,0.991623849,563.5379028,3.71436053,1104.187134,3.060980001,1101.939453,2.459742595,1010.932373,,,1.142427791,621.5388184,,,1.86642108,490.508667,1.134216203,403.45401,4.093152005,425.272686,,,,,,,,,,,,,,3.537840908,1376.382324,,,,,11.11643575,511.1228027,,,,,,,,,1.744067762,529.9152832,,,1.71189792,332.1957159,,,,,,,,,8.423408606,2.712861546,315.5307617,-4.759568344,315.5307617,6.667248229,315.5307617,,,,,,,,,,,,,,,,,,,1.793621341,445.6157532,1.781251398,431.1487122,0.951584079,420.193634,0.958949327,425.4281616,,,,,,,,,,,,,,,,,,88,606.5466309,-1.11E+00,-8.10E-01,-6.28E-01,-1.17E+00,-8.64E-01,-6.75E-01,,88,237.976532,1.66E+00,0.00E+00,0.00E+00,,88,403.45401,1.13E+00,7.88E-01,5.08E-01,,,
,,3.341999,523.5841,4.055909812,546.7427368,,,,,0.754875247,251.2615814,0.388457876,251.2615814,6.912838202,148.9909973,,,4.141287878,345.8188782,,,,,1.03214272,610.4981083,1.111709,610.4981083,,,,,3.341999,643.5721229,,,0.626099,492.342,,,,,,,,,2.799384296,1024.272827,1.889323583,550.0884399,3.226889996,966.7702026,3.466560272,810.6751709,1.410385128,665.140564,0.357701996,319.5562744,2.928348491,905.8842163,1.159550739,606.715271,1.332969987,669.4871216,,,,,,,3.528180066,767.227478,2.952067181,1065.604126,2.817676635,1049.005615,2.502464456,1012.443604,,,1.006179838,568.9447021,3.772697644,1104.608887,3.110027406,1103.706421,2.502464456,1012.443604,,,1.155292499,625.3146973,,,1.893380191,492.757843,1.147105242,409.9665527,4.141287878,425.0690378,,,,,,,,,,,,,,3.577935044,1382.662598,,,,,11.24542393,510.2937622,,,,,,,,,1.763134263,530.3152466,,,1.731304894,333.5165184,,,,,,,,,8.51835508,2.740469672,315.9150391,-4.822832155,315.9150391,6.742221559,315.9150391,,,,,,,,,,,,,,,,,,,1.814012649,447.1394348,1.801362028,431.9771118,0.96237706,418.5763855,0.969741959,424.5399475,,,,,,,,,,,,,,,,,,89,610.4981689,-1.12E+00,-8.19E-01,-6.36E-01,-1.19E+00,-8.74E-01,-6.83E-01,,89,238.8252106,1.68E+00,0.00E+00,0.00E+00,,89,409.9665527,1.15E+00,7.95E-01,5.13E-01,,,
,,3.381208,524.4807,4.101098049,547.746521,,,,,0.763294112,253.0909119,0.392813061,253.0909119,6.987295579,149.5036011,,,4.189496394,346.8078308,,,,,1.043708554,614.3643193,1.124092,614.3643193,,,,,3.381208,644.6741938,,,0.629925,494.6129,,,,,,,,,2.843806054,1026.592407,1.887787716,546.1259155,3.278711112,969.4537964,3.517932491,812.5512085,1.432671444,667.1772461,0.36207636,322.3414612,2.984170802,907.7230835,1.176156802,611.9304199,1.351691782,673.6355591,,,,,,,3.579760902,769.1566162,2.999529475,1067.572998,2.870861674,1048.285034,2.546550706,1014.523132,,,1.020772033,574.352356,3.831439884,1105.072266,3.158863867,1105.182251,2.546550706,1014.523132,,,1.168147079,628.8442993,,,1.920364448,494.9607239,1.160279964,409.3917542,4.189496394,426.2846254,,,,,,,,,,,,,,3.617834533,1393.243652,,,,,11.37439255,506.838562,,,,,,,,,1.782155596,530.4467773,,,1.75071321,334.7563522,,,,,,,,,8.613311798,2.769297598,316.1787109,-4.884837283,316.1787109,6.818858696,316.1787109,,,,,,,,,,,,,,,,,,,1.834417577,448.7619934,1.821423299,432.5129395,0.973188726,417.621521,0.980562065,423.9011536,,,,,,,,,,,,,,,,,,90,614.3643188,-1.13E+00,-8.29E-01,-6.45E-01,-1.20E+00,-8.83E-01,-6.92E-01,,90,239.7630463,1.69E+00,0.00E+00,0.00E+00,,90,409.3917542,1.16E+00,8.06E-01,5.22E-01,,,
,,3.4201,526.1642,4.14624298,548.0252686,,,,,0.771711639,254.8697968,0.39715055,254.8697968,7.061381824,149.7444763,,,4.237777088,347.7012634,,,,,1.055276536,618.1190793,1.136473,618.1190793,,,,,3.4201,646.7434958,,,0.632768,495.3288,,,,,,,,,2.887707436,1029.924683,1.888551982,544.7380371,3.332606051,970.5006714,3.569241846,814.4408569,1.457293867,666.9605103,0.366428518,325.4559631,3.038670635,910.3372803,1.19279942,617.1807861,1.370711601,677.6140747,,,,,,,3.632653039,769.9680786,3.046209924,1070.136475,2.923526103,1048.456543,2.592032775,1016.598877,,,1.035350608,579.7713013,3.893413814,1102.128052,3.2085001,1106.03418,2.592032775,1016.598877,,,1.180967782,631.2155151,,,1.947385026,497.106842,1.173160039,416.1835632,4.237777088,427.3828029,,,,,,,,,,,,,,3.658016911,1413.608765,,,,,11.50342822,500.8087769,,,,,,,,,1.801155158,530.8277588,,,1.770117502,335.9065659,,,,,,,,,8.708320671,2.79852576,316.3988037,-4.946189089,316.3988037,6.895552179,316.3988037,,,,,,,,,,,,,,,,,,,1.854819944,450.2041321,1.841309364,433.1949158,0.983997481,416.0767517,0.991401845,423.0950012,,,,,,,,,,,,,,,,,,91,618.1190796,-1.14E+00,-8.38E-01,-6.53E-01,-1.21E+00,-8.93E-01,-7.00E-01,,91,240.699707,1.71E+00,0.00E+00,0.00E+00,,91,416.1835632,1.17E+00,8.14E-01,5.28E-01,,,
,,3.459295,527.1072,4.191455897,549.0385742,,,,,0.780127943,256.6175232,0.401478697,256.6175232,7.135357708,149.9349976,,,4.28612018,348.5764771,,,,,1.066847538,621.8869023,1.148855,621.8869023,,,,,3.459295,647.9026,,,0.635503,496.0293,,,,,,,,,2.93256552,1031.606567,1.888707397,542.78302,3.383793402,973.9509888,3.621224314,815.6976318,1.483733766,664.5813599,0.370820344,328.24646,3.091326449,913.8706055,1.209407346,622.6330566,1.390246325,681.2983398,,,,,,,3.684999887,771.2406616,3.093768843,1071.388916,2.976593329,1048.825195,2.638306003,1018.781677,,,1.049884362,585.2156372,3.954512998,1100.574341,3.256931202,1108.554321,2.638306003,1018.781677,,,1.193815842,634.0813599,,,1.974479062,499.1833191,1.186385984,414.4642029,4.28612018,428.4585864,,,,,,,,,,,,,,3.698267974,1417.469971,,,,,11.63273305,514.0339355,,,,,,,,,1.82011351,531.1304321,,,1.789519857,337.0343466,,,,,,,,,8.80334165,2.827935763,316.730835,-5.007220986,316.730835,6.972313182,316.730835,,,,,,,,,,,,,,,,,,,1.875164104,449.7063904,1.861042227,433.6005554,0.994823524,416.0273438,1.002241741,422.3836365,,,,,,,,,,,,,,,,,,92,621.8869629,-1.16E+00,-8.48E-01,-6.61E-01,-1.22E+00,-9.02E-01,-7.08E-01,,92,241.6397095,1.73E+00,0.00E+00,0.00E+00,,92,414.4642029,1.19E+00,8.26E-01,5.38E-01,,,
,,3.498435,528.1592,4.236606415,549.3707275,,,,,0.788494712,257.1182251,0.405928033,257.1182251,7.209282368,150.1092224,,,4.334490746,349.441864,,,,,1.078428027,625.6643673,1.161243,625.6643673,,,,,3.498435,649.1956833,,,0.638129,496.6921,,,,,,,,,2.977773547,1033.22998,,,3.436211962,976.0979614,3.673945554,816.2109985,1.510417322,661.6504517,0.375208852,331.3483276,3.142876318,917.8533325,1.226234832,627.90802,1.410358818,684.6625366,,,,,,,3.737361636,772.5011597,3.141066059,1072.958618,3.031293396,1047.106201,2.685615094,1020.826477,,,1.064422191,590.6543579,4.015493207,1099.357422,3.305027727,1110.99585,2.685615094,1020.826477,,,1.206705812,638.2747192,,,2.00170395,501.1619873,1.199267688,421.1586609,4.334490746,429.5222912,,,,,,,,,,,,,,3.738155356,1425.144287,,,,,11.76189166,517.5625,,,,,,,,,1.839041011,531.5408936,,,1.808921318,338.2279308,,,,,,,,,8.89836263,2.857717829,316.8662109,-5.067919935,316.8662109,7.049405271,316.8662109,,,,,,,,,,,,,,,,,,,1.895789639,452.7294617,1.880587311,432.9998169,1.005604165,415.0832825,1.013126108,422.1686707,,,,,,,,,,,,,,,,,,93,625.6643677,-1.17E+00,-8.57E-01,-6.69E-01,-1.24E+00,-9.11E-01,-7.16E-01,,93,242.5187988,1.75E+00,0.00E+00,0.00E+00,,93,421.1586609,1.20E+00,8.34E-01,5.44E-01,,,
,,3.53755,529.3011,4.281826783,550.5091553,,,,,0.796904555,259.1447144,0.410401786,259.1447144,7.283170708,150.303772,,,4.382906016,349.3771362,,,,,1.090007896,629.0304563,1.173618,629.0304563,,,,,3.53755,650.5992688,,,0.640653,497.3387,,,,,,,,,3.02203605,1036.357788,,,3.487379989,979.4463501,3.727723379,815.8494263,1.536679105,659.1038818,0.379653211,334.1142883,3.193585901,922.1779785,1.243187464,633.0419922,1.431340002,687.5118408,,,,,,,3.789633745,773.8477173,3.18812998,1074.773682,3.083781572,1048.520874,2.736527938,1019.443604,,,1.078980742,596.0548706,,,3.353736363,1113.489014,2.736527938,1019.443604,,,1.219589147,642.6863403,,,2.029166324,502.9931946,1.21250865,419.3306274,4.382906016,429.4427299,,,,,,,,,,,,,,3.778344486,1444.862793,,,,,11.8912179,516.8374634,,,,,,,,,1.857964089,532.2161255,,,1.828313242,339.5358794,,,,,,,,,8.993396648,2.888030516,316.9195557,-5.128047517,316.9195557,7.126808422,316.9195557,,,,,,,,,,,,,,,,,,,1.916300855,454.1872864,1.900157309,432.6960754,1.016392256,414.4118958,1.024033409,422.4543457,,,,,,,,,,,,,,,,,,94,629.0303955,-1.18E+00,-8.66E-01,-6.77E-01,-1.25E+00,-9.20E-01,-7.23E-01,,94,243.3523865,1.77E+00,0.00E+00,0.00E+00,,94,419.3306274,1.21E+00,8.46E-01,5.55E-01,,,
,,3.576642,530.4167,4.326988012,550.8251953,,,,,0.805311953,260.9814453,0.414757989,260.9814453,7.35665299,150.2211304,,,4.4312682,350.5651855,,,,,1.101598257,632.3659053,1.185998,632.3659053,,,,,3.576642,651.9705271,,,0.643091,497.9846,,,,,,,,,3.067586338,1037.556885,,,3.538752208,982.296814,,,1.560803619,658.8626709,0.384099752,336.8916626,3.245914355,925.4117432,1.260117278,638.2219849,1.453363453,689.7479248,,,,,,,3.843666986,773.7808228,3.23552778,1075.77124,3.136467654,1049.013184,2.789489226,1017.469971,,,1.093527535,601.4237061,,,3.402498318,1115.463135,2.789489226,1017.469971,,,1.232454088,646.7122192,,,2.05639773,504.8987427,1.225406188,425.4784546,4.4312682,430.9030405,,,,,,,,,,,,,,3.818572266,1447.514038,,,,,12.02035788,511.6513672,,,,,,,,,1.876884373,532.8225098,,,1.847712467,340.837353,,,,,,,,,9.088464194,2.918970682,317.1373291,-5.187342032,317.1373291,7.204681424,317.1373291,,,,,,,,,,,,,,,,,,,1.93679682,455.4928589,1.919866423,432.6947327,1.027182327,414.1554565,1.034916611,421.9826355,,,,,,,,,,,,,,,,,,95,632.3659058,-1.19E+00,-8.74E-01,-6.84E-01,-1.26E+00,-9.29E-01,-7.31E-01,,95,244.2068634,1.79E+00,0.00E+00,0.00E+00,,95,425.4784546,1.23E+00,8.55E-01,5.61E-01,,,
,,3.615725,531.4874,4.372154828,551.2647095,,,,,0.813719642,262.7466125,0.419086602,262.7466125,7.430487778,150.4336853,,,4.479619209,350.6960754,,,,,1.113189088,634.9944453,1.198354,634.9944453,,,,,3.615725,653.2865958,,,0.645456,498.6366,,,,,,,,,3.113290062,1038.046753,,,3.590901615,984.43573,,,1.585036749,658.8081055,0.388540007,339.9798889,3.297935706,928.9678955,1.277066884,643.43573,1.477221958,690.5981445,,,,,,,3.897487419,773.934082,3.282296704,1078.048218,3.188391216,1050.605957,2.840366447,1018.513977,,,1.108096447,606.7410889,,,3.45119019,1117.930542,2.840366447,1018.513977,,,1.245321939,650.6581421,,,2.08343449,506.8878784,1.238645171,423.9689331,4.479619209,431.063926,,,,,,,,,,,,,,3.858694341,1452.551025,,,,,12.14986295,517.9968262,,,,,,,,,1.895796857,533.2003174,,,1.867104839,341.9832296,,,,,,,,,9.183334299,2.945851213,317.4174805,-5.251690368,317.4174805,7.280376064,317.4174805,,,,,,,,,,,,,,,,,,,1.957193715,456.9078979,1.939571463,432.3189087,1.037973678,413.9286194,1.045809244,421.9620972,,,,,,,,,,,,,,,,,,96,634.9944458,-1.21E+00,-8.82E-01,-6.91E-01,-1.27E+00,-9.37E-01,-7.38E-01,,96,244.9776459,1.81E+00,0.00E+00,0.00E+00,,96,423.9689331,1.24E+00,8.67E-01,5.72E-01,,,
,,3.65505,531.8644,4.417329095,551.7628174,,,,,0.822126924,264.4694824,0.423408259,264.4694824,7.504290435,150.6419373,,,4.527946468,350.9718323,,,,,1.124803252,636.4600223,1.210684,636.4600223,,,,,3.65505,653.7499917,,,0.647757,499.2905,,,,,,,,,3.159794491,1038.488037,,,3.642936237,986.7579956,,,1.610288164,657.7252808,0.393050606,342.7237549,3.349999897,932.4724121,1.294147223,648.5147705,1.502591418,690.2496338,,,,,,,3.950761165,774.5432739,3.329997417,1079.10791,3.236569231,1055.234253,2.89187138,1019.776794,,,1.122742775,611.9672852,,,3.498834092,1121.120728,2.89187138,1019.776794,,,1.258187345,654.4678955,,,2.111589303,508.2643738,1.251742826,424.6139221,4.527946468,431.4028772,,,,,,,,,,,,,,3.898534225,1460.546753,,,,,12.27934938,517.4398193,,,,,,,,,1.914698631,533.3312988,,,1.886478434,342.5830204,,,,,,,,,9.278266803,2.973731984,317.6097412,-5.314862909,317.6097412,7.356332405,317.6097412,,,,,,,,,,,,,,,,,,,1.977358479,458.0805664,1.959325513,431.5632629,1.0487705,413.6263428,1.056698151,422.010498,,,,,,,,,,,,,,,,,,97,636.460022,-1.22E+00,-8.89E-01,-6.97E-01,-1.29E+00,-9.44E-01,-7.43E-01,,97,245.7995148,1.83E+00,0.00E+00,0.00E+00,,97,424.6139221,1.25E+00,8.78E-01,5.83E-01,,,
